,Name,Year,Genres,Rating,Duration,Actors,Director,Average Rating,Budget,Opening Weekend,Gross US,Gross WW,Language,Production Company
790,State of Play,2009,"['Crime', 'Drama', 'Mystery', 'Thriller']",P,127,"['Russell Crowe', 'Rachel McAdams', 'Ben Affleck', 'Helen Mirren']",Kevin Macdonald,7.1,NA,14071280,37017955 18 June 2009,87812371 18 June 2009,"['English', 'Cantonese']","['UniversalPictures', 'WorkingTitleFilms', 'StudioCanal']"
791,Surrogates,2009,"['Action', 'Sci-Fi', 'Thriller']",P, 89,"['Bruce Willis', 'Radha Mitchell', 'Ving Rhames', 'Rosamund Pike']",Jonathan Mostow,6.3,80000000,14902692,38577772,122444772,['English'],"['TouchstonePictures', 'MandevilleFilms', 'TopShelfProductions']"
792,The Uninvited,2009,"['Drama', 'Horror', 'Mystery', 'Thriller']",P, 87,"['Emily Browning', 'Arielle Kebbel', 'Elizabeth Banks', 'David Strathairn']",NA,6.4,NA,10325824,28573173 29 March 2009,NA,['English'],"['DreamWorks', 'ColdSpringPictures', 'Parkes+MacDonaldImageNation']"
793,Fantastic Mr. Fox,2009,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Family']",P, 87,"['George Clooney', 'Meryl Streep', 'Bill Murray', 'Jason Schwartzman']",Wes Anderson,7.9,40000000,265900,21002919 8 April 2010,46471023 8 April 2010,"['English', 'French']","['TwentiethCenturyFox', 'IndianPaintbrush', 'RegencyEnterprises']"
794,The Fourth Kind,2009,"['Mystery', 'Sci-Fi', 'Thriller']",P, 98,"['Milla Jovovich', 'Elias Koteas', 'Will Patton', 'Hakeem Kae-Kazim']",Olatunde Osunsanmi,5.9,10000000,12231160,25464480 1 January 2010,NA,"['English', 'Aboriginal']","['UniversalPictures', 'GoldCircleFilms', 'ChambaraPictures']"
795,Where the Wild Things Are,2009,[],P,101,[],NA,6.8,100000000,32695407,77233467,100086793,['English'],"['WarnerBros.', 'LegendaryEntertainment', 'VillageRoadshowPictures']"
796,The American,2010,[],R,105,[],NA,6.3,20000000,16662333,35606376 4 November 2010,67876281 4 November 2010,"['English', 'Italian']","['FocusFeatures', 'GreenlitRights', 'SmokehousePictures']"
797,Green Zone,2010,"['Action', 'Drama', 'Thriller', 'War']",R,115,"['Matt Damon', 'Jason Isaacs', 'Greg Kinnear', 'Igal Naor']",Paul Greengrass,6.8,100000000,14309295,35053660,94882549,"['English', 'Arabic']","['UniversalPictures', 'StudioCanal', 'RelativityMedia']"
798,The Kids Are All Right,2010,[],R,106,[],NA,7.0,3500000,491971,20811365,34705850,['English'],"['FocusFeatures', 'GilbertFilms', 'SaintAireProduction']"
799,Legion,2010,"['Action', 'Fantasy', 'Horror']",R,100,"['Paul Bettany', 'Dennis Quaid', 'Charles S. Dutton', 'Lucas Black']",Scott Stewart,5.2,26000000,17501625,40168080 21 March 2010,67918658 21 March 2010,['English'],"['ScreenGems', 'BoldFilms']"
800,Let Me In,2010,[],R,116,[],NA,7.1,20000000,5147479,12134420 5 December 2010,NA,['English'],"['OvertureFilms', 'ExclusiveMediaGroup', 'HammerFilms']"
801,Letters to Juliet,2010,[],P,NA,[],NA,6.6,30000000,13540486,53032453,82148538,"['English', 'Italian', 'Spanish']","['SummitEntertainment', 'AppleheadPictures']"
802,A Nightmare on Elm Street,2010,"['Crime', 'Drama', 'Horror', 'Mystery']",R, 95,"['Jackie Earle Haley', 'Rooney Mara', 'Kyle Gallner', 'Katie Cassidy']",Samuel Bayer,5.2,35000000,32902299,63075011,115664037,['English'],"['NewLineCinema', 'PlatinumDunes']"
803,Wall Street: Money Never Sleeps,2010,[],P,133,[],NA,6.2,70000000,19011188,52474616 19 December 2010,134748021 19 December 2010,['English'],"['TwentiethCenturyFox', 'EdwardR.PressmanFilm', 'DuneEntertainment']"
804,Our Idiot Brother,2011,[],R, 90,[],NA,6.4,5000000,7011631,24814830 20 November 2011,NA,['English'],"['BigBeachFilms', 'LikelyStory', 'TheWeinsteinCompany']"
805,Final Destination 5,2011,Horror,R, 92,"['Nicholas D\\u0027Agosto', 'Emma Bell', 'Arlen Escarpeta', 'Miles Fisher']",Steven Quale,5.9,40000000,18031396,42587643,157887643,"['English', 'Cantonese']","['NewLineCinema', 'PracticalPictures', 'ParallelZide']"
806,Jack and Jill,2011,Comedy,P, 91,"['Adam Sandler', 'Katie Holmes', 'Al Pacino', 'Elodie Tougne']",Dennis Dugan,3.3,79000000,25003575,74158157,150519217,['English'],"['ColumbiaPicturesCorporation', 'HappyMadisonProductions', 'BrokenRoadProductions']"
807,Johnny English Reborn,2011,[],P,101,[],NA,6.3,45000000,3833300,8305970,164539660,"['English', 'Mandarin', 'SwissGerman', 'Cantonese', 'Russian']","['UniversalPictures', 'RelativityMedia', 'StudioCanal']"
808,A Very Harold & Kumar 3D Christmas,2011,"['Adventure', 'Comedy']",R, 90,"['Kal Penn', 'John Cho', 'Neil Patrick Harris', 'Patton Oswalt']",Todd Strauss-Schulson,6.3,19000000,12954142,35033759 8 January 2012,NA,['English'],"['NewLineCinema', 'MandatePictures', 'KingsgateFilms']"
809,The Apparition,2012,[],P, 83,[],NA,4.1,17000000,2955000,4930798 7 October 2012,NA,['English'],"['WarnerBros.', 'DarkCastleEntertainment', 'StudioCanal']"
810,Cirque du Soleil: Worlds Away,2012,[],P,NA,[],NA,6.8,NA,2135000,12495865 10 February 2013,NA,['English'],"['ParamountPictures', 'CirqueduSoleilBurlesco', 'ReelFXCreativeStudios']"
811,Sparkle,2012,[],P,116,[],NA,5.7,17000000,11643342,24397469 30 September 2012,NA,['English'],"['AkilProductionCompany', 'SonyPicturesEntertainment(SPE)', 'Stage6Films']"
812,Inside Llewyn Davis,2013,"['Drama', 'Music']",R,104,"['Oscar Isaac', 'Carey Mulligan', 'John Goodman', 'Garrett Hedlund']",NA,7.5,11000000,405411,13235319,32935319,['English'],"['CBSFilms', 'StudioCanal', 'Anton']"
813,Sap ji sang ciu,2012,[],P,123,[],NA,6.1,NA,NA,NA,171339013,"['English', 'Mandarin', 'French', 'Spanish', 'Russian']","['BeijingDragonGardenCulture&Art', 'BeijingSparkleRollInternationalCultureIndustry', 'EmperorFilmProduction']"
814,Bad Kids Go to Hell,2012,"['Comedy', 'Mystery', 'Thriller']",R, 91,"['Cameron Deane Stewart', 'Ben Browder', 'Jeffrey Schmidt', 'Ali Faulkner']",Matthew Spradlin,4.6,NA,NA,NA,NA,['English'],"['BKGTHProductions', 'BadKids', 'SpiderwoodStudios']"
815,A Dark Truth,2012,[],R,106,[],NA,5.6,NA,630,5750 27 January 2013,NA,['English'],['VortexWordsPictures']
816,The Thompsons,2012,"['Drama', 'Horror', 'Thriller']",R, 82,"['Cory Knauf', 'Samuel Child', 'Mackenzie Firgens', 'Joseph McKelheer']",NA,4.7,3000000,NA,NA,NA,['English'],"['FilmHarvest', 'SanFranciscoIndependentCinema', 'SawhorseProductions']"
817,Small Apartments,2012,[],R, 96,[],NA,6.1,2000000,NA,NA,NA,['English'],"['MoroccoJunctionPictures', 'DeviantFilms', '1812Productions']"
818,Smashed,2012,Drama,R, 81,"['Mary Elizabeth Winstead', 'Aaron Paul', 'Nick Offerman', 'Megan Mullally']",James Ponsoldt,6.8,500000,26943,375981 6 January 2013,NA,['English'],['SuperCrispyEntertainment']
819,Struck by Lightning,2012,"['Comedy', 'Drama']",NA, 90,"['Chris Colfer', 'Rebel Wilson', 'Christina Hendricks', 'Dermot Mulroney']",Brian Dannelly,6.3,NA,12940,22930 13 January 2013,NA,"['English', 'Spanish']","['PermutPresentations', 'CamelliaEntertainment', 'EvilMediaEmpire']"
820,Blitz,2011,[],R, 97,[],NA,6.2,NA,NA,NA,15774948 31 December 2011,['English'],"['Lionsgate', 'Davis-Films', 'CurrentEntertainment']"
821,Butter,2011,"['Comedy', 'Drama']",R,NA,"['Jennifer Garner', 'Yara Shahidi', 'Ty Burrell', 'Olivia Wilde']",Jim Field Smith,6.2,NA,70931,70931 7 October 2012,NA,['English'],"['HurwitzCreative', 'MichaelDeLucaProductions', 'TheWeinsteinCompany']"
822,Carnage,2011,[],R, 80,[],NA,7.2,25000000,79795,2547047 3 May 2012,27603069 3 May 2012,['English'],"['SBSProductions', 'ConstantinFilm', 'SPIFilmStudio']"
823,The Innkeepers,2011,"['Drama', 'Horror', 'Mystery']",R,101,"['Sara Paxton', 'Pat Healy', 'Kelly McGillis', 'Alison Bartlett']",Ti West,5.5,750000,29557,77501 26 February 2012,NA,['English'],"['DarkSkyFilms', 'GlassEyePix']"
824,Bernie,2011,"['Biography', 'Comedy', 'Crime', 'Drama']",P, 99,"['Jack Black', 'Shirley MacLaine', 'Matthew McConaughey', 'Brady Coleman']",Richard Linklater,6.8,5000000,85805,9203192 16 September 2012,NA,['English'],"['MandalayVision', 'WindDancerProductions', 'DetourFilmproduction']"
825,The Inbetweeners Movie,2011,Comedy,R, 97,"['James Buckley', 'Blake Harrison', 'Joe Thomas', 'Simon Bird']",Ben Palmer,6.8,            Budget:£3500000,35955,36000,88025781,['English'],"['Film4', 'YoungFilms', 'BwarkProductions']"
826,Coriolanus,2011,"['Drama', 'Thriller', 'War']",R,123,"['Ralph Fiennes', 'Gerard Butler', 'Brian Cox', 'Lubna Azabal']",Ralph Fiennes,6.1,NA,61136,756452 27 May 2012,1072602 12 August 2012,['English'],"['HermetofPictures', 'PiccadillyPictures', 'IconEntertainmentInternational']"
827,Wrong Turn 4: Bloody Beginnings,2011,Horror,R, 93,"['Jennifer Pudavick', 'Tenika Davis', 'Kaitlyn Leeb', 'Terra Vnesa']",Declan O\u0027Brien,4.6,NA,NA,NA,NA,['English'],"['20thCenturyFoxHomeEntertainment', 'SummitEntertainment', 'ConstantinFilm']"
828,The Divide,2011,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",R,112,"['Lauren German', 'Michael Biehn', 'Milo Ventimiglia', 'Courtney B. Vance']",Xavier Gens,5.8,3000000,18000,22000 15 January 2012,NA,['English'],"['PreferredContent', 'InstinctiveFilm', 'Julijette']"
829,"Tomorrow, When the War Began",2010,"['Action', 'Adventure', 'Drama']",R,NA,"['Caitlin Stasey', 'Rachel Hurd-Wood', 'Lincoln Lewis', 'Deniz Akdeniz']",Stuart Beattie,6.2,            Budget:AUD 25000000,NA,NA,16525360 28 December 2011,['English'],"['AmbienceEntertainment', 'OmnilabMedia']"
830,Unthinkable,2010,[],R, 97,[],NA,7.1,15000000,NA,NA,NA,"['English', 'Russian', 'Ukrainian']","['LlejuProductions', 'SidneyKimmelEntertainment', 'KimmelInternational']"
831,I Spit on Your Grave,2010,"['Horror', 'Thriller']",R,108,"['Sarah Butler', 'Jeff Branson', 'Andrew Howard', 'Daniel Franzese']",Steven R. Monroe,6.3,2000000,32064,93051 13 September 2013,572809 13 September 2013,['English'],"['CinetelFilms', 'AnchorBayFilms']"
832,The Clinic,2010,[],R, 94,[],NA,5.4,NA,NA,NA,NA,['English'],"['AcceleratorFilms', 'GreatSouthernLandEntertainment', 'RMBProductions']"
833,The Boondock Saints II: All Saints Day,2009,[],R,118,[],NA,6.3,8000000,546687,10269307 12 February 2010,NA,"['English', 'Italian', 'Spanish']","['Stage6Films', 'CBProductions']"
834,Outlander,2008,[],R,115,[],NA,6.3,50000000,59581,160641 8 March 2009,NA,"['English', 'Norse,Old', 'Latin']","['TheWeinsteinCompany', 'VirtualFilms', 'AscendantPictures']"
835,Idiocracy,2006,[],R, 84,[],NA,6.6,NA,177559,438653 1 October 2006,NA,['English'],"['TwentiethCenturyFox', 'TernionPictures', 'MajorStudioPartners']"
836,Green Street Hooligans,2005,[],R,109,[],NA,7.5,NA,48760,344095 20 November 2005,NA,"['English', 'Italian', 'German']","['BakerStreet', 'MWM(MadisonWellsMedia)', 'YankFilmFinance']"
837,The Man from Earth,2007,"['Drama', 'Fantasy', 'Sci-Fi']",NA, 87,"['David Lee Smith', 'Tony Todd', 'John Billingsley', 'Ellen Crawford']",Richard Schenkman,7.9,200000,NA,NA,NA,['English'],['FallingSkyEntertainment']
838,Primer,2004,[],P, 77,[],NA,6.9,7000,28162,424760 19 December 2004,NA,"['English', 'French']",['ERBP']
839,Before Sunset,2004,[],R, 80,[],NA,8.1,2700000,311194,5792822 24 October 2004,NA,"['English', 'French']","['WarnerIndependentPictures(WIP)', 'CastleRockEntertainment', 'DetourFilmproduction']"
840,Layer Cake,2004,[],R,105,[],NA,7.3,            Budget:£4000000,81706,2338695 14 August 2005,11850214 18 August 2005,"['English', 'Romanian']","['SonyPicturesClassics', 'MarvFilms']"
841,Planet Terror,2007,[],NA,105,[],NA,7.1,NA,NA,NA,NA,['English'],"['DimensionFilms', 'TroublemakerStudios', 'RodriguezInternationalPictures']"
842,Hard Candy,2005,"['Crime', 'Drama', 'Thriller']",R,104,"['Patrick Wilson', 'Ellen Page', 'Sandra Oh', 'Odessa Rae']",David Slade,7.1,950000,58049,1007962 4 June 2006,NA,['English'],"['LionsGateFilms', 'VulcanProductions', 'LaunchpadProductions']"
843,Little Children,2006,"['Drama', 'Romance']",R,136,"['Kate Winslet', 'Jennifer Connelly', 'Patrick Wilson', 'Jackie Earle Haley']",Todd Field,7.5,26000000,97953,5463019,14821658,['English'],"['NewLineCinema', 'BonaFideProductions', 'StandardFilmCompany']"
844,A Nightmare on Elm Street,1984,[],NA, 91,[],NA,7.5,1800000,1271000,25504513,NA,['English'],"['NewLineCinema', 'MediaHomeEntertainment', 'SmartEggPictures']"
845,Jupiter Ascending,2015,"['Action', 'Adventure', 'Sci-Fi']",P,127,"['Channing Tatum', 'Mila Kunis', 'Eddie Redmayne', 'Sean Bean']",NA,5.3,176000000,18372372,47387723,183887723,"['English', 'Russian']","['WarnerBros.', 'VillageRoadshowPictures', 'DuneEntertainment']"
846,American Graffiti,1973,[],NA,110,[],NA,7.5,777000,NA,115000000,140000000,['English'],"['UniversalPictures', 'Lucasfilm', 'TheCoppolaCompany']"
847,Caddyshack,1980,[],NA, 98,[],NA,7.3,6000000,3142689,39846344,NA,['English'],['OrionPictures']
848,Superman II,1980,"['Action', 'Adventure', 'Sci-Fi']",NA,127,"['Gene Hackman', 'Christopher Reeve', 'Margot Kidder', 'Ned Beatty']",NA,6.8,54000000,14100523,108185706,NA,"['English', 'French', 'Russian']","['DovemeadFilms', 'FilmExportA.G.', 'InternationalFilmProduction']"
849,Life of Brian,1979,Comedy,NA, 94,"['Graham Chapman', 'John Cleese', 'Michael Palin', 'Terry Gilliam']",Terry Jones,8.1,4000000,140034,20045115,36045115,"['English', 'Latin']","['HandMadeFilms', 'Python(Monty)Pictures']"
850,WarGames,1983,"['Sci-Fi', 'Thriller']",NA,114,"['Matthew Broderick', 'Ally Sheedy', 'John Wood', 'Dabney Coleman']",John Badham,7.1,12000000,6227804,79568000,NA,['English'],"['UnitedArtists', 'SherwoodProductions']"
851,Gremlins,1984,"['Comedy', 'Fantasy', 'Horror']",NA,106,"['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'John Louie']",Joe Dante,7.3,11000000,12511000,148170000,NA,"['English', 'Spanish']","['WarnerBros.', 'AmblinEntertainment']"
852,The Natural,1984,"['Drama', 'Sport']",NA,138,"['Robert Redford', 'Robert Duvall', 'Glenn Close', 'Kim Basinger']",Barry Levinson,7.5,28000000,5088381,47951979,NA,['English'],"['TriStarPictures', 'DelphiIIProductions']"
853,Dune,1984,"['Action', 'Adventure', 'Sci-Fi']",NA,137,"['Kyle MacLachlan', 'Virginia Madsen', 'Francesca Annis', 'Leonardo Cimino']",David Lynch,6.6,40000000,NA,30925690,NA,['English'],"['DinoDeLaurentiisCompany', 'EstudiosChurubuscoAztecaS.A.']"
854,Lethal Weapon,1987,[],NA,109,[],NA,7.6,15000000,6829949,65207127,120207127,['English'],"['WarnerBros.', 'SilverPictures']"
855,RoboCop,1987,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",NA,102,"['Peter Weller', 'Nancy Allen', 'Dan O\\u0027Herlihy', 'Ronny Cox']",Paul Verhoeven,7.6,13000000,8008721,53424681,NA,['English'],['OrionPictures']
856,Wall Street,1987,[],NA,126,[],NA,7.4,15000000,4104611,43848100,NA,['English'],"['TwentiethCenturyFox', 'AmericanEntertainmentPartnersL.P.', 'AmercentFilms']"
857,National Lampoon\'s Christmas Vacation,1989,Comedy,NA, 97,"['Chevy Chase', 'Beverly D\\u0027Angelo', 'Juliette Lewis', 'Johnny Galecki']",Jeremiah S. Chechik,7.6,27000000,11700000,71320000,NA,['English'],"['WarnerBros.', 'HughesEntertainment']"
858,Field of Dreams,1989,"['Drama', 'Family', 'Fantasy', 'Sport']",NA,107,"['Kevin Costner', 'James Earl Jones', 'Ray Liotta', 'Amy Madigan']",Phil Alden Robinson,7.5,NA,531346,64431625,84431625,['English'],['GordonCompany']
859,Parenthood,1989,"['Comedy', 'Drama']",NA,124,"['Steve Martin', 'Mary Steenburgen', 'Dianne Wiest', 'Jason Robards']",Ron Howard,7.0,20000000,10506450,100047830,NA,['English'],"['ImagineEntertainment', 'UniversalPictures']"
860,The Hunt for Red October,1990,"['Action', 'Adventure', 'Thriller']",NA,135,"['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill']",John McTiernan,7.6,30000000,17161835,122012643,200512643,"['English', 'Russian']","['ParamountPictures', 'MaceNeufeldProductions', 'NinaSaxonFilmDesign']"
861,Kindergarten Cop,1990,[],NA,111,[],NA,6.1,26000000,NA,91457688,201957688,"['English', 'Spanish']","['ImagineEntertainment', 'UniversalPictures']"
862,My Girl,1991,"['Comedy', 'Drama', 'Family', 'Romance']",NA,102,"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis']",Howard Zieff,6.9,17000000,NA,59847242,NA,['English'],"['ColumbiaPicturesCorporation', 'ImagineEntertainment']"
863,Alien\xc2\xb3,1992,[],R,114,[],NA,6.4,50000000,23141188,55473600,159773600,['English'],"['TwentiethCenturyFox', 'BrandywineProductions']"
864,Batman Returns,1992,"['Action', 'Crime', 'Fantasy']",P,126,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken']",Tim Burton,7.0,80000000,45687710,162831698,282800000,['English'],"['WarnerBros.', 'PolyGramFilmedEntertainment']"
865,A Bronx Tale,1993,"['Crime', 'Drama', 'Romance']",R,121,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']",Robert De Niro,7.8,22000000,NA,17266971,NA,"['English', 'Italian']","['PriceEntertainment', 'PentaEntertainment', 'TribecaProductions']"
866,Carlito\'s Way,1993,[],R,144,[],NA,7.9,30000000,9116675,36948322,63848322,"['English', 'Spanish']","['UniversalPictures', 'EpicProductions', 'Bregman/BaerProductions']"
867,The Fugitive,1993,[],P,130,[],NA,7.8,44000000,23758855,183875760,368875760,"['English', 'Polish', 'Spanish']","['WarnerBros.', 'KopelsonEntertainment']"
868,The Mask,1994,"['Comedy', 'Fantasy']",P,101,"['Jim Carrey', 'Cameron Diaz', 'Peter Riegert', 'Peter Greene']",Chuck Russell,6.9,18000000,23117068,119938730,351583407,"['English', 'Swedish']","['NewLineCinema', 'DarkHorseEntertainment']"
869,Speed,1994,[],R,116,[],NA,7.2,30000000,14800000,121248145,350448145,['English'],"['TheMarkGordonCompany', 'TwentiethCenturyFox']"
870,Stargate,1994,"['Action', 'Adventure', 'Sci-Fi']",P,116,"['Kurt Russell', 'James Spader', 'Jaye Davidson', 'Viveca Lindfors']",Roland Emmerich,7.1,55000000,NA,71565669,196600000,"['English', 'Norwegian', 'Swedish', 'Egyptian(Ancient)', 'Arabic']","['Canal+', 'CentropolisFilmProductions', 'CarolcoPictures']"
871,Billy Madison,1995,Comedy,P, 89,"['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson-Sampras', 'Bradley Whitford']",Tamra Davis,6.4,10000000,NA,25588750,NA,"['English', 'French', 'Spanish']","['UniversalPictures', 'RobertSimondsProductions']"
872,Batman Forever,1995,[],P,121,[],NA,5.4,100000000,52784433,184031112,152500000,['English'],"['WarnerBros.', 'PolyGramFilmedEntertainment']"
873,Mortal Kombat,1995,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",P,101,"['Christopher Lambert', 'Robin Shou', 'Linden Ashby', 'Cary-Hiroyuki Tagawa']",Paul W.S. Anderson,5.8,18000000,23283887,70454098,122195920,['English'],"['NewLineCinema', 'ThresholdEntertainment']"
874,Twister,1996,[],P,113,[],NA,6.3,92000000,41100000,241721524,252750000,['English'],"['WarnerBros.', 'UniversalPictures', 'AmblinEntertainment']"
875,Space Jam,1996,[],P, 88,[],NA,6.4,80000000,27528529,90463534,250200000,['English'],"['WarnerBros.FamilyEntertainment', 'NorthernLightsEntertainment', 'CourtsideSeatsProductions']"
876,Alien: Resurrection,1997,"['Action', 'Horror', 'Sci-Fi']",R,109,"['Sigourney Weaver', 'Winona Ryder', 'Dominique Pinon', 'Ron Perlman']",Jean-Pierre Jeunet,6.2,75000000,25789455,47748610 15 February 1998,161376068,['English'],"['BrandywineProductions', 'TwentiethCenturyFox']"
877,Anastasia,1997,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Musical', 'Mystery', 'Romance']",NA, 94,"['Meg Ryan', 'John Cusack', 'Christopher Lloyd', 'Kelsey Grammer']",NA,7.1,50000000,120541,58406347,139804348,"['English', 'Russian', 'French']","['TwentiethCenturyFox', 'FoxAnimationStudios', 'FoxFamilyFilms']"
878,Batman & Robin,1997,"['Action', 'Sci-Fi']",P,125,"['Arnold Schwarzenegger', 'George Clooney', 'Chris O\\u0027Donnell', 'Uma Thurman']",Joel Schumacher,3.7,125000000,42872606,107325195,238207122,['English'],"['WarnerBros.', 'PolyGramFilmedEntertainment']"
879,The Parent Trap,1998,[],P,128,[],NA,6.5,NA,11148497,66308518,92108518,"['English', 'French']","['CinemaVehicleServices', 'TheMeyers/ShyerCompany', 'WaltDisneyPictures']"
880,Psycho,1998,"['Horror', 'Mystery', 'Thriller']",R,105,"['Vince Vaughn', 'Anne Heche', 'Julianne Moore', 'Viggo Mortensen']",Gus Van Sant,4.6,60000000,10031850,21456130,15685000,['English'],"['UniversalPictures', 'ImagineEntertainment']"
881,Ronin,1998,[],R,122,[],NA,7.3,55000000,12697641,41616262,70697479,"['English', 'French', 'Russian']","['FGMEntertainment', 'UnitedArtists', 'UnitedArtists']"
882,Austin Powers: The Spy Who Shagged Me,1999,[],P, 95,[],NA,6.6,33000000,54917604,206040086,312016858,"['English', 'German']","['NewLineCinema', ""Eric\\'sBoy"", 'MovingPictures(I)']"
883,Dogma,1999,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",R,130,"['Ben Affleck', 'Matt Damon', 'Linda Fiorentino', 'Bud Cort']",Kevin Smith,7.3,10000000,8669945,30651422 26 March 2000,NA,['English'],"['ViewAskewProductions', 'STK']"
884,The Haunting,1999,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",P,113,"['Liam Neeson', 'Catherine Zeta-Jones', 'Owen Wilson', 'Lili Taylor']",Jan de Bont,4.9,80000000,33435140,91411151,177311151,['English'],"['DreamWorks', 'Roth-ArnoldProductions']"
885,The Ninth Gate,1999,[],R,133,[],NA,6.7,38000000,6622518,18661336,58401898,"['English', 'French', 'Latin', 'Portuguese', 'Spanish']","['ArtisanEntertainment', 'R.P.Productions', 'OrlyFilms']"
886,The Beach,2000,"['Adventure', 'Drama', 'Romance', 'Thriller']",R,119,"['Leonardo DiCaprio', 'Daniel York', 'Patcharawan Patarakijjanon', 'Virginie Ledoyen']",Danny Boyle,6.6,50000000,15277921,39785027,144056873,"['English', 'French', 'Swedish', 'Thai', 'Serbian']",['FigmentFilms']
887,Final Destination,2000,[],R, 98,[],NA,6.7,23000000,10015822,53331147,112880294,"['English', 'French']","['NewLineCinema', 'Zide-PerryProductions', 'HardEightPictures']"
888,Bring It On,2000,[],P, 98,[],NA,6.0,11000000,17362105,68379000 4 January 2001,90449929 31 December 2001,['English'],"['BeaconCommunications', 'BeaconPictures', 'WonderworksFilms']"
889,Charlie\'s Angels,2000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",P, 98,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu', 'Bill Murray']",McG,5.5,93000000,40128550,125305545 25 February 2001,138800000,"['English', 'German', 'Finnish', 'Japanese', 'Cantonese']","['ColumbiaPicturesCorporation', 'FlowerFilms(II)', 'TallTreesProductions']"
890,Chocolat,2000,[],P,121,[],NA,7.3,25000000,157624,71509363,81190583,"['English', 'French']","['Miramax', 'DavidBrownProductions', 'FatFree']"
